stud.id,name,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
485019,"Mitchell, Leonel",Male,20,180,79.9,Catholic,2.38,6th,Political Science,Mathematics and Statistics,58,50,1,1,43052.21978
513338,"Basak, De'Jour",Male,21,178,77.3,Protestant,3.16,4th,Biology,Social Sciences,77,79,0,0,NA
554629,"Song, Da",Male,18,192,90.9,Catholic,2.16,>6th,Mathematics and Statistics,Economics and Finance,84,88,1,1,43295.42155
965195,"Pham, Mirza",Male,20,176,76.3,Other,1.23,1st,Social Sciences,Biology,NA,NA,0,0,NA
917331,"Means, Arthur",Male,20,186,84.5,Other,1.39,6th,Economics and Finance,Biology,67,68,1,0,NA
293860,"Ford, Josue",Male,21,176,74.4,Catholic,1.65,2nd,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
360030,"Price, Esmeralda",Female,22,162,68,Protestant,1.15,3rd,Mathematics and Statistics,Social Sciences,91,94,1,0,NA
622392,"Loo, Dominic",Male,19,171,71.9,Other,1.23,3rd,Economics and Finance,Social Sciences,69,67,0,0,NA
874795,"Wooldridge, Tessa",Female,19,168,68.9,Protestant,3.68,3rd,Political Science,Economics and Finance,66,64,0,0,NA
415281,"Rogers II, Nicholas",Male,23,182,77.5,Catholic,1.12,3rd,Environmental Sciences,Social Sciences,71,74,0,0,NA
558113,"Sanchez, Kenniese",Female,22,144,57.6,Catholic,1.05,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
249073,"Ruybalid, Stephanie",Female,21,179,79.7,Muslim,2.93,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
589812,"Penn, Ramon",Male,21,184,81.5,Other,2.23,4th,Environmental Sciences,Mathematics and Statistics,79,68,0,0,NA
753635,"Pierce Newsome, Brian",Male,23,180,78.1,Catholic,1.27,4th,Mathematics and Statistics,Political Science,89,90,0,0,NA
680065,"Sky, Duncan",Male,21,167,69.2,Catholic,3.69,6th,Mathematics and Statistics,Biology,92,90,1,1,57994.47274
182574,"Lu, Ammanuel",Male,26,185,86.3,Protestant,2.3,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
540427,"Lara, Narmada",Female,19,163,67.5,Other,2.46,5th,Environmental Sciences,Biology,70,72,0,1,32676.80867
602686,"Sanchez, Anita",Female,32,158,65,Other,3.09,2nd,Biology,Political Science,NA,NA,0,0,NA
206222,"Lierman, Benjamin",Male,21,181,78.7,Other,1.33,4th,Environmental Sciences,Political Science,73,64,0,1,32371.50152
729186,"Willingham, Michael",Male,23,160,65.4,Other,1.05,4th,Political Science,Social Sciences,52,59,1,0,NA
324623,"Chavez, Priscilla",Female,19,157,66.1,Catholic,1.75,4th,Environmental Sciences,Mathematics and Statistics,70,69,1,1,37807.10625
119206,"Nguyen, Lee",Male,23,191,89.6,Other,2.12,6th,Environmental Sciences,Social Sciences,72,70,1,1,51898.02678
145139,"Kim, Michael",Male,20,170,72.9,Protestant,1.91,3rd,Mathematics and Statistics,Political Science,91,88,1,0,NA
492741,"Jones, Bryan",Male,26,155,64.3,Catholic,1.74,4th,Biology,Political Science,84,83,1,0,NA
917754,"Garcia III, Maureen",Female,22,181,77.4,Catholic,1.52,3rd,Economics and Finance,Biology,71,62,1,0,NA
735071,"Davis, Marisa",Female,21,188,84.2,Protestant,1.57,3rd,Political Science,Social Sciences,56,54,0,0,NA
203208,"Babcock, Sonia",Female,22,162,65.5,Other,2.35,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
217031,"Wang, Stephen",Male,23,178,79.5,Orthodox,2.27,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
141992,"Hein, Evelyn",Female,22,160,62.4,Catholic,3.31,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
678753,"Ochoa Mendoza, Della",Female,24,163,66.8,Catholic,1.68,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
337212,"Laken, Cristian",Female,20,164,66.1,Other,1.25,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
974017,"Sanchez, Kimphone",Female,24,163,61.9,Orthodox,1.6,4th,Political Science,Mathematics and Statistics,63,53,0,1,37709.17649
627900,"Mehrer, Jackelin",Female,20,174,71.7,Protestant,2.71,6th,Biology,Mathematics and Statistics,73,81,1,1,21281.503
375144,"Bohn, Danika",Female,25,154,62.3,Other,1.74,3rd,Environmental Sciences,Biology,74,70,1,0,NA
875144,"Gibson, Abraam",Male,26,184,84.9,Catholic,2.4,3rd,Economics and Finance,Environmental Sciences,71,72,0,0,NA
856873,"Benavidez, Mezhgan",Female,23,160,62.9,Orthodox,1.26,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
500986,"Long, Sean",Male,20,182,79,Protestant,3.04,5th,Economics and Finance,Political Science,67,71,1,1,45477.97661
607392,"Benavides, Dominika",Female,19,162,67.2,Catholic,1.23,3rd,Social Sciences,Political Science,48,53,1,0,NA
931516,"Buso, Michelle",Female,18,168,71.1,Catholic,2.09,4th,Biology,Mathematics and Statistics,71,69,0,0,NA
553233,"Munoz, Tashay",Female,20,154,62.7,Other,1.36,5th,Social Sciences,Mathematics and Statistics,46,36,0,1,22915.87392
880649,"Lopez Espinal, Thy Thy",Female,19,166,69.4,Protestant,2.24,6th,Biology,Political Science,81,74,1,1,46959.94396
697735,"Tobon, Nicaela",Female,25,166,68.6,Catholic,3.62,3rd,Environmental Sciences,Political Science,73,72,0,0,NA
494740,"Gordon, Jesus",Male,24,192,96.8,Protestant,3.06,1st,Economics and Finance,Political Science,NA,NA,0,0,NA
857449,"Hubbard, Larry",Male,23,197,99.2,Protestant,3.7,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
652977,"Gomez, Takeya",Female,20,166,66.9,Catholic,3.16,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
883766,"Le, Karl",Male,18,170,73.1,Other,2.26,5th,Mathematics and Statistics,Social Sciences,88,91,1,1,40495.26216
112287,"Keodara, Ramo",Male,19,176,76.1,Protestant,2.68,6th,Political Science,Mathematics and Statistics,52,55,0,1,46075.27427
631426,"Soule, Ryan",Male,21,186,91.2,Other,3.15,1st,Biology,Economics and Finance,NA,NA,0,0,NA
566509,"Maryland, Travis",Male,24,169,66.7,Catholic,2.32,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
732045,"Heo, Eric",Male,23,179,75.7,Catholic,1.72,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
266505,"James, Philip",Male,25,166,68.6,Other,1.84,4th,Economics and Finance,Mathematics and Statistics,69,66,1,0,NA
618746,"Hudson, Matthew",Male,18,178,80,Protestant,3.14,5th,Social Sciences,Environmental Sciences,44,41,0,1,40899.31612
926192,"Moffitt Lucas, Alberto",Male,25,180,82.6,Other,1.03,4th,Economics and Finance,Environmental Sciences,74,61,0,1,51206.52279
327609,"Mejia, Angela",Female,19,176,74.3,Catholic,3.09,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
784345,"Deguzman, Varun",Male,22,186,81.2,Other,1.65,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
630167,"Roble, Ana",Female,62,168,71,Muslim,1.16,2nd,Biology,Social Sciences,NA,NA,0,0,NA
463547,"Duncan, Zachery",Male,19,186,80.8,Protestant,2.82,3rd,Mathematics and Statistics,Economics and Finance,81,96,1,0,NA
387889,"Schneider, Brandi",Female,23,154,61.9,Other,1.55,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
557281,"Powell, Naomi",Female,21,180,74.6,Catholic,1.67,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
444812,"Bowman, Heidi",Female,22,170,71.2,Catholic,2.89,4th,Political Science,Environmental Sciences,57,60,1,1,38134.57404
572619,"Evans, David",Male,20,190,91.1,Other,1.13,3rd,Economics and Finance,Environmental Sciences,66,73,0,0,NA
279711,"Lucero, Malachai",Male,18,193,94.7,Protestant,2.54,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
745929,"Urbigkeit, Jacob",Male,23,178,77.4,Muslim,1.64,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
933301,"Abul Hawa, Savannah",Female,20,148,62,Other,2.69,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
373808,"Espinoza, Jazmine",Female,22,154,66.6,Catholic,2.09,4th,Social Sciences,Economics and Finance,50,47,1,1,28294.23853
666355,"Hamilton, Liliane",Female,21,178,75.5,Protestant,2.05,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
160403,"Cox, Tuesday",Female,20,171,68.6,Catholic,1.07,1st,Political Science,Social Sciences,NA,NA,0,0,NA
212520,"Brown, James",Male,25,173,71.9,Catholic,1.78,6th,Mathematics and Statistics,Environmental Sciences,91,86,0,1,42835.74549
389953,"Quintana, Emerald",Female,19,159,65.2,Orthodox,1.19,5th,Political Science,Economics and Finance,58,57,0,1,20336.12153
919970,"Seaney, Berta",Female,23,172,72.8,Other,1.88,3rd,Biology,Political Science,78,78,0,0,NA
474963,"Shumpert, Robert",Male,23,170,69.6,Protestant,1.86,6th,Environmental Sciences,Economics and Finance,73,66,1,1,37806.24041
941786,"Stolley, Cameron",Male,23,200,105.5,Catholic,3.06,5th,Social Sciences,Biology,47,35,0,1,41981.27482
876205,"Valdez, Aminah",Female,24,160,63.4,Catholic,1.49,4th,Political Science,Mathematics and Statistics,51,52,0,0,NA
859920,"Mendoza, Leaman",Male,21,193,92.2,Other,1.95,1st,Biology,Political Science,NA,NA,0,0,NA
813778,"Pease, Maria",Female,21,157,66.6,Protestant,1.08,3rd,Environmental Sciences,Political Science,72,72,1,0,NA
152166,"Jones, Chandra",Female,20,163,62.8,Catholic,1.74,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
950700,"Ellison, Shiann",Female,18,152,56.6,Catholic,3.82,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
920751,"Sams, Cristian",Male,24,201,110.5,Catholic,1.86,5th,Biology,Social Sciences,71,74,0,1,41193.70531
514716,"Nguyen, Lars",Male,20,177,74.8,Other,1.51,1st,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
856130,"Carter, Robert",Male,18,173,73.1,Protestant,1.73,4th,Mathematics and Statistics,Political Science,81,90,1,0,NA
256571,"Griner, Adrian",Male,22,162,66.4,Protestant,2.8,3rd,Mathematics and Statistics,Environmental Sciences,83,93,1,0,NA
497329,"Leon, Alihah",Female,22,162,64.8,Other,2.28,1st,Biology,Social Sciences,NA,NA,0,0,NA
987786,"Johnson, Miguel",Male,22,177,74.9,Orthodox,3.83,4th,Mathematics and Statistics,Environmental Sciences,91,91,0,0,NA
197813,"Lucero, Whispar",Female,20,171,71.8,Other,2.12,4th,Mathematics and Statistics,Environmental Sciences,92,92,1,0,NA
260610,"Carter, Dru",Male,21,198,100.2,Catholic,2.08,4th,Mathematics and Statistics,Social Sciences,90,84,0,1,45540.26933
758665,"Fraire, Farhiya",Female,21,163,63.9,Catholic,1.68,1st,Biology,Social Sciences,NA,NA,0,0,NA
194722,"Apodaca, Shayla",Female,20,166,69.3,Other,3.76,3rd,Environmental Sciences,Mathematics and Statistics,75,66,0,0,NA
798110,"Alvarez, Alexandra",Female,21,184,84.8,Protestant,1.42,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
572612,"Ariki, Oscar",Male,22,184,82.1,Protestant,1.05,1st,Economics and Finance,Political Science,NA,NA,0,0,NA
782222,"Hernandez, Jocilynn",Female,20,167,73.8,Protestant,2.69,>6th,Biology,Environmental Sciences,70,82,0,1,40249.48242
485634,"Almarez, Kelsey",Female,22,177,73.6,Catholic,2.26,1st,Biology,Economics and Finance,NA,NA,0,0,NA
533428,"Scheuermann, Ana",Female,21,181,78.2,Other,2.4,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
474003,"Condon, Samantha",Female,21,171,73,Catholic,2.71,5th,Social Sciences,Political Science,35,48,1,0,NA
142626,"Oeser, Makayla",Female,22,160,66.2,Catholic,3.22,3rd,Political Science,Social Sciences,52,58,1,0,NA
563917,"Linnebur, Daniela",Female,19,154,67.2,Catholic,1.09,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
675104,"Standish, Bryce",Male,25,179,76.7,Catholic,3.16,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
943296,"Wong, Amninder",Male,21,186,82.9,Catholic,3.06,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
613153,"Begay, Phillip",Male,22,181,81.1,Other,3.08,3rd,Economics and Finance,Mathematics and Statistics,69,71,0,0,NA
896212,"Tomberlin, Emily",Female,25,155,66.4,Catholic,3.7,3rd,Social Sciences,Environmental Sciences,39,39,1,0,NA
447520,"Geebro, Russell",Male,22,182,84.9,Catholic,1.23,4th,Environmental Sciences,Mathematics and Statistics,72,78,1,1,43281.9246
842686,"Evans, Blake",Male,61,172,71.7,Other,1.24,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
639871,"Nelson, Kendra",Female,22,154,65,Catholic,3.47,>6th,Environmental Sciences,Political Science,76,69,1,1,32890.65602
361675,"Bell, M'Leesa",Female,21,154,65.2,Catholic,1.22,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
523713,"Percell, Justin",Male,21,194,91.5,Other,1.62,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
872500,"Cannon, Jonathon",Male,47,181,79.9,Catholic,1,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
284963,"Ramos, Nicole",Female,20,163,66.7,Protestant,1.12,4th,Political Science,Economics and Finance,55,53,0,1,31731.98312
141737,"Devan, Jasmine",Female,20,160,59.3,Muslim,2.01,2nd,Biology,Social Sciences,NA,NA,0,0,NA
497911,"Valdez, Lisa",Female,21,149,59.5,Catholic,2.8,4th,Social Sciences,Biology,47,39,1,0,NA
652653,"Crum, Macy",Male,21,172,72.6,Orthodox,1.75,5th,Mathematics and Statistics,Economics and Finance,90,92,0,1,39645.70904
467382,"Tran, Somsanouk",Male,18,194,91.8,Catholic,1.22,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
147567,"Konrade, Grace",Female,19,168,72.7,Protestant,3.94,6th,Mathematics and Statistics,Biology,91,91,1,1,46559.12993
722627,"Steward, Felicia",Female,20,158,61.4,Catholic,1.74,2nd,Biology,Social Sciences,NA,NA,0,0,NA
450762,"Murphy, Jessica",Female,23,153,60.8,Catholic,3.58,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
283142,"Soler, Andrea",Female,24,161,64.2,Catholic,3.75,3rd,Mathematics and Statistics,Biology,88,95,1,0,NA
694041,"Adams, Rah Mi",Female,20,178,77.3,Catholic,2.06,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
570080,"Elizalde, Kathy",Female,20,156,62.3,Other,1.06,2nd,Biology,Economics and Finance,NA,NA,0,0,NA
481387,"Johansen, Haley",Female,24,187,81.1,Catholic,2.32,3rd,Economics and Finance,Political Science,62,64,0,0,NA
893995,"Nguyen, Damon",Male,22,187,83.9,Protestant,1.86,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
488499,"Bennett, Ashley",Female,29,159,65.6,Catholic,2,4th,Social Sciences,Political Science,43,51,1,1,35583.43344
713094,"Napierski, Sandra",Female,19,167,67.7,Catholic,2.39,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
956251,"Piazza, Trent",Male,23,181,77,Catholic,2.57,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
302702,"Thomas, Dakota",Female,24,162,67.2,Protestant,2.27,4th,Economics and Finance,Environmental Sciences,60,70,1,0,NA
799376,"Mungmee, Eisley",Male,20,174,73.1,Catholic,1.22,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
856891,"Espinoza, Jasmine",Female,22,172,75.5,Protestant,1.02,1st,Political Science,Social Sciences,NA,NA,0,0,NA
235228,"Flanagan, Fatima",Female,22,166,66.3,Muslim,2.57,2nd,Biology,Political Science,NA,NA,0,0,NA
675239,"O'Hara, Lauren",Female,21,168,76.1,Protestant,1.25,4th,Political Science,Mathematics and Statistics,56,57,0,0,NA
380910,"Palmier, Menandez",Male,21,183,81.3,Catholic,3.51,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
989173,"Barnabas, Isaac",Male,21,171,70,Other,1.01,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
189166,"Roldan, Amanda",Female,21,170,72.7,Catholic,2.2,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
178963,"Watkins IV, Jesus",Male,21,172,74.4,Protestant,1.43,3rd,Mathematics and Statistics,Economics and Finance,84,89,1,0,NA
566032,"Davis, Natalie",Female,22,183,80.7,Muslim,2.3,6th,Social Sciences,Political Science,52,56,1,0,NA
648475,"Zuther, Aaron",Male,24,174,71.8,Catholic,1.03,3rd,Mathematics and Statistics,Political Science,91,88,1,0,NA
364394,"Mclaren, Alec",Male,26,189,86,Orthodox,1.85,5th,Environmental Sciences,Economics and Finance,62,76,1,0,NA
673124,"Poudyal, Brendon",Male,21,165,67,Catholic,2.38,>6th,Social Sciences,Political Science,51,49,1,1,48426.91185
318944,"Jimenez, Marissa",Female,22,177,71.7,Catholic,2.28,5th,Biology,Environmental Sciences,77,83,1,1,45007.18747
244836,"Martinez, Annie",Female,23,157,62.7,Catholic,1.36,4th,Biology,Economics and Finance,76,76,0,0,NA
627885,"Wofford, John",Male,23,192,91.1,Other,3.3,6th,Mathematics and Statistics,Social Sciences,88,91,1,1,49455.71771
773793,"Sorensen-Rucker, Monique",Female,22,163,65.1,Catholic,1.95,1st,Political Science,Biology,NA,NA,0,0,NA
590147,"Eagle, Henry",Male,19,179,78.8,Catholic,3.28,4th,Mathematics and Statistics,Economics and Finance,87,91,0,1,49966.24335
807104,"Walker, Isaac",Male,22,185,85.4,Other,1.61,4th,Social Sciences,Political Science,49,55,1,0,NA
773675,"Cammack, Rachelle",Female,23,168,72.3,Protestant,2.99,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
748957,"Jones, Hugo",Male,19,168,68,Catholic,1.09,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
307615,"Munnerlyn, Chance",Male,19,183,82.2,Other,1.51,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
874432,"Delatorre Webster, Nathan",Male,20,188,86.6,Catholic,1.75,3rd,Environmental Sciences,Political Science,72,73,1,0,NA
213053,"Romero, Cristal",Female,21,159,63.5,Other,3.18,3rd,Economics and Finance,Mathematics and Statistics,73,71,1,0,NA
253520,"Thurman, Manuel",Male,21,182,82,Orthodox,1.8,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
390650,"Middleton, Paige",Female,21,177,74.5,Catholic,1.04,4th,Environmental Sciences,Political Science,74,64,0,0,NA
307893,"Taylor, Lucas",Male,24,177,75.1,Other,1.92,6th,Mathematics and Statistics,Biology,83,86,0,1,40277.57971
918468,"Ornelas, Nou Chee",Female,21,162,67.1,Orthodox,3.37,6th,Economics and Finance,Political Science,66,73,1,0,NA
200157,"Majid, Tevin",Male,21,177,76.7,Protestant,1.18,4th,Biology,Social Sciences,78,83,0,0,NA
921278,"Younger, Jose",Male,19,179,79.2,Protestant,2.55,3rd,Environmental Sciences,Mathematics and Statistics,66,75,0,0,NA
780968,"Foster-Anderson, Louis",Male,55,176,73.1,Muslim,3.68,>6th,Economics and Finance,Environmental Sciences,59,72,1,1,52875.73972
531025,"Hogue, Chaelynn",Female,20,160,63.2,Catholic,1.18,3rd,Political Science,Environmental Sciences,47,58,0,0,NA
296334,"Bradford, Jesse",Male,21,179,77.2,Other,1.39,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
131274,"Coca, Irene",Female,25,168,76.6,Catholic,3.24,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
978641,"Bacon, Nicholas",Male,22,176,73.9,Other,1.14,6th,Biology,Mathematics and Statistics,80,82,0,1,46548.1477
296520,"Sakai, James",Male,22,179,71.2,Other,2.71,4th,Biology,Social Sciences,81,77,1,0,NA
666396,"Anderson, Robert",Male,21,182,82.7,Other,1.95,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
663929,"Dillon, Will",Male,22,175,72.4,Catholic,1.95,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
382202,"Martinez, Miranda",Female,22,151,59.4,Other,1.29,1st,Economics and Finance,Biology,NA,NA,0,0,NA
469432,"Green, Karina",Female,25,173,74.7,Protestant,3.7,2nd,Political Science,Biology,NA,NA,0,0,NA
454657,"Richy, Cybill",Male,23,184,83.1,Protestant,2.47,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
205185,"Neal, Martin",Male,21,171,71.4,Catholic,1.34,4th,Mathematics and Statistics,Biology,90,92,1,0,NA
370035,"Moran, Idaly",Female,21,160,65.3,Catholic,1.43,4th,Biology,Economics and Finance,86,82,1,0,NA
559634,"Rodriguez-Marquez, Brechelle",Female,23,177,80.4,Other,3.13,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
805758,"Schmidt, Wesley",Male,18,179,74.4,Orthodox,3.31,6th,Environmental Sciences,Economics and Finance,78,73,1,1,40590.53916
295796,"Bigback, Mato Ty",Male,20,178,75.3,Muslim,1.67,3rd,Biology,Political Science,81,75,1,0,NA
342326,"Johnson, Megan",Female,21,168,69.3,Muslim,2.64,3rd,Social Sciences,Economics and Finance,42,44,1,0,NA
548221,"Temple, Davena",Female,21,170,71.7,Protestant,1.23,5th,Economics and Finance,Environmental Sciences,65,66,1,1,39415.44692
232563,"Swanson, Rosalba",Female,20,162,65.8,Other,1.38,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
516192,"Johnson, Robert",Male,21,179,79.2,Catholic,1.36,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
607691,"Martinez Fernandez, Aram",Female,22,141,57.8,Catholic,3.82,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
457741,"Anderson, Samantha",Female,22,156,65.9,Protestant,1.64,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
621070,"Martin, Christopher",Male,22,178,76.2,Catholic,1.23,5th,Mathematics and Statistics,Environmental Sciences,89,91,1,0,NA
572099,"Maldonado, Rachel",Female,44,167,70,Catholic,2.75,3rd,Social Sciences,Mathematics and Statistics,40,50,1,0,NA
750403,"Chou, Dwight",Male,23,178,78.4,Other,1.69,5th,Mathematics and Statistics,Environmental Sciences,88,91,0,1,53051.92513
541619,"Christian, Anizza",Female,22,160,62.4,Other,1.47,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
421143,"Xayavong, Joseph",Male,25,166,64.5,Other,2.27,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
362030,"Doud, Kendra",Female,21,172,74.3,Other,3.19,5th,Biology,Political Science,69,76,1,0,NA
282162,"Sysavat, Elijah",Male,23,171,69.4,Other,1.83,4th,Environmental Sciences,Biology,78,65,0,0,NA
926695,"Mack, Everardo",Male,21,186,79.6,Muslim,3.7,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
344331,"Yang, Denis",Male,20,181,83.9,Catholic,1.76,4th,Economics and Finance,Mathematics and Statistics,61,75,1,0,NA
375990,"Gangavelli, Ceverris",Male,19,201,105.3,Protestant,1.38,3rd,Mathematics and Statistics,Biology,86,92,1,0,NA
160979,"Rice, Wyleen",Female,19,170,72.5,Catholic,1.03,3rd,Environmental Sciences,Political Science,68,59,0,0,NA
333672,"Hoang, Kenneth",Male,18,181,79,Other,3.64,2nd,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
944434,"Stampley, Autriana",Female,22,181,84.1,Orthodox,2.01,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
801691,"Lark, Oscar",Male,22,172,73.3,Muslim,2.54,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
338299,"Benson, Yzabel",Female,22,190,85,Other,2.41,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
258568,"Lockett, Nathan",Male,21,169,70.6,Catholic,1.64,5th,Political Science,Environmental Sciences,53,57,1,1,41594.78235
508892,"Martinez, Xiao",Female,23,174,73.9,Other,1.16,1st,Economics and Finance,Political Science,NA,NA,0,0,NA
462915,"Rios-Romero, Salina",Female,20,151,60.9,Protestant,1.8,5th,Political Science,Environmental Sciences,61,58,1,0,NA
926334,"Vega-Lomeli, Tonya",Female,55,152,59.8,Protestant,2.47,1st,Political Science,Biology,NA,NA,0,0,NA
422442,"Underwood, Cody James",Male,22,180,77.3,Catholic,3.39,3rd,Economics and Finance,Biology,75,64,1,0,NA
599285,"Demming, Claudia",Female,21,162,67.2,Catholic,3.27,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
153742,"Isbell, Casandra",Female,21,165,66.6,Other,2.68,6th,Economics and Finance,Environmental Sciences,73,68,1,1,44709.66952
290369,"Soyolsaikhan, Olagappan",Male,23,184,80.8,Catholic,3.74,6th,Biology,Social Sciences,83,68,0,1,50350.42033
599804,"Lones, Krishawnda",Female,20,159,66.9,Protestant,2.56,2nd,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
937137,"Manzanares, Valetty",Female,20,154,64,Other,2.79,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
163486,"Stanley, Gage",Male,22,179,73,Other,1.17,3rd,Economics and Finance,Biology,63,66,1,0,NA
139092,"Rice, Brandon",Male,24,176,78.6,Other,1.75,1st,Biology,Economics and Finance,NA,NA,0,0,NA
136818,"Holland, Logan",Male,22,185,84.9,Catholic,3.16,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
299659,"Busak, Curtis",Male,19,190,84.3,Protestant,3.89,6th,Political Science,Economics and Finance,54,52,1,1,39725.70278
190126,"Acosta, Elizabeth",Female,20,181,78.2,Catholic,3.58,4th,Political Science,Environmental Sciences,54,57,1,0,NA
291883,"Kimble, Savannah",Female,35,163,67.8,Other,1.57,4th,Biology,Economics and Finance,77,76,0,0,NA
937655,"Frazier, Tawnie",Female,38,162,65.5,Protestant,1.51,3rd,Environmental Sciences,Biology,76,74,0,0,NA
409443,"Montelongo Declay, Kevin",Male,20,185,90.3,Protestant,1.08,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
951607,"Davis, Devin",Male,21,192,92.8,Orthodox,2.26,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
813787,"Kafati, Zeavennia",Female,19,168,76.4,Muslim,3.76,3rd,Political Science,Mathematics and Statistics,50,54,1,0,NA
141920,"Stults, Katherin",Female,24,160,68,Protestant,1.46,2nd,Biology,Environmental Sciences,NA,NA,0,0,NA
226505,"Nawaz, Praveen",Male,24,177,76.9,Protestant,1.43,2nd,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
929659,"Berg, Devon",Male,21,181,80.1,Protestant,1.63,1st,Biology,Social Sciences,NA,NA,0,0,NA
982545,"Wada, Jonathan",Male,21,180,78.1,Catholic,3.35,3rd,Mathematics and Statistics,Social Sciences,89,91,1,0,NA
908728,"Conklin, Marcus",Male,21,179,81.3,Catholic,3,5th,Mathematics and Statistics,Biology,89,88,0,1,45141.11415
441829,"Sundling, Carmen",Female,20,171,69.4,Other,1.66,2nd,Social Sciences,Biology,NA,NA,0,0,NA
325737,"Riley-King, Christopher",Male,20,182,78.3,Protestant,2.79,3rd,Mathematics and Statistics,Biology,89,92,0,0,NA
903420,"Josiah, Brandon",Male,21,180,78.1,Other,1.89,6th,Mathematics and Statistics,Political Science,92,93,0,1,30854.41782
482355,"Baltierrez, Ebony",Female,18,160,61.4,Catholic,2.04,4th,Mathematics and Statistics,Economics and Finance,89,92,1,1,40964.10746
